,Original,Cropped,Scaled,Rotated,Affined,2D Convoluted,Blurred,Noised,GCR / Marked
0,0.21601120869267224,0.25619350489086323,0.7716540279310362,0.6063595448330666,0.2055198639821031,0.7737901936716609,0.7738959815264871,0.7620511724628019,0.773852445380704
1,0.24780014630780053,0.2373097587724365,0.754661965855383,0.586030495386329,0.1973508621285189,0.7556142733131748,0.7557304686388203,0.7508757989462496,0.7563584936624336
2,0.2052940010197111,0.211702012785415,0.8628681733104017,0.6653834455778124,0.1858583355938169,0.8424153100750259,0.8435983714311291,0.8601522750062581,0.8618230460906231
3,0.23183443727406047,0.21488400861411125,0.5192912214919038,0.40212918513818274,0.21038399010592387,0.522105091551493,0.5220063120853956,0.5230884183305282,0.5214039223505742
4,0.22484826375325523,0.25385523934563575,0.6007567021754394,0.4995891189739094,0.20946620427196513,0.582787731269211,0.5837862142413293,0.5864399283641063,0.6001777915415217
