Seed,Correlation
0,0.20115797782450043
1,0.21328204532152673
2,0.23624770049002475
3,0.1930491938680222
4,0.18935805316091922
5,0.19204699815672469
6,0.2432547863832173
7,0.21640903465236344
8,0.23675756302075768
9,0.20417941611913454
10,0.23008099724422942
11,0.19935916439775042
12,0.20755659645217042
13,0.20548926285321698
14,0.22149392942032006
15,0.2211129403734518
16,0.20876474539057352
17,0.26082510498397615
18,0.19946426258606015
19,0.18036431269885694
20,0.16610907170577127
21,0.23552618292261485
22,0.2225571802820094
23,0.21314469092586344
24,0.24885673835021246
25,0.22064452790809308
26,0.22914812797060283
27,0.2044261859988457
28,0.19275630189738044
29,0.1960328392508183
30,0.2205456017805673
31,0.16184553072132066
32,0.23937809316501132
33,0.22191719553498743
34,0.24966941797619557
35,0.292642647105441
36,0.23353684577477646
37,0.2063115119603611
38,0.20122290526383413
39,0.2271977009455844
40,0.2353796704769084
41,0.19673445431433362
42,0.20315580657650242
43,0.20432274655007368
44,0.20128131281073167
45,0.21999942821492474
46,0.19871351760925332
47,0.2275459329109553
48,0.20915268003222376
49,0.21505313190493786
50,0.21054611064652048
51,0.2580663650057214
52,0.2342015835914868
53,0.2412458342287814
54,0.2237929276623502
55,0.22655413646635372
56,0.23684203434665618
57,0.24511570882451922
58,0.2847739046077973
59,0.23125685162377996
60,0.23299249390276103
61,0.21997131213484478
62,0.2554175043055119
63,0.2248413882418279
64,0.2027350109419917
65,0.24459550731378676
66,0.24039678820729055
67,0.23219961494482771
68,0.22729390349083256
69,0.23115767076796834
70,0.23126108844611154
71,0.24013231170264288
72,0.26217911897514384
73,0.23721454391738156
74,0.17261214036468517
75,0.22516839475214767
76,0.22199049011186864
77,0.2266026380264297
78,0.21384419458373047
79,0.25894260307591993
80,0.2301896611364502
81,0.24123676436698524
82,0.21642115017037258
83,0.20585190548772175
84,0.2031855223605133
85,0.2250957928209076
86,0.22674402944467284
87,0.19491674217888638
88,0.19771593265257778
89,0.20325754092916118
90,0.20893067721267639
91,0.1857094560679514
92,0.21555292531404666
93,0.22344307191956836
94,0.24819738072221062
95,0.2356836570002929
96,0.1871306230852173
97,0.231640577485127
98,0.26775843921591935
99,0.20227458147662325
100,0.2203515350230629
101,0.20936835006657178
102,0.19463080145371733
103,0.23307080757988943
104,0.22326157290072182
105,0.1671676380609497
106,0.19936574126584594
107,0.2105585623611898
108,0.2095464771962067
109,0.19808532876659926
110,0.18758760571942656
111,0.20546844850629264
112,0.18198259042066406
113,0.23788713988011745
114,0.2036471192995069
115,0.17645101645997663
116,0.20217687494894007
117,0.1980446478932556
118,0.18094256357857114
119,0.21871263557308526
120,0.20207572247254804
121,0.20354880484664176
122,0.188318537584284
123,0.27773698019758525
124,0.24288577191888966
125,0.19527908875043073
126,0.23171441494336267
127,0.21983105636994896
128,0.24183732535553912
129,0.20200937946517633
130,0.23654377166475218
131,0.20047936974120312
132,0.214436195279252
133,0.23453667058381447
134,0.2423469879204857
135,0.19769874620223948
136,0.2094516292233937
137,0.22577035807982784
138,0.18084725887322753
139,0.23104845807391017
140,0.19462260708208923
141,0.21810283412739556
142,0.19015809015056742
143,0.1751856597583186
144,0.23214630398307784
145,0.20359828220139575
146,0.21149147553273276
147,0.2044387419841732
148,0.23304518413295316
149,0.25116919136141286
150,0.22474158933103916
151,0.21011526611169964
152,0.21558356051273372
153,0.2147641605257019
154,0.2013285468792288
155,0.1858926039664412
156,0.1994992369924379
157,0.21098456739046914
158,0.1963002968316202
159,0.21564512388772916
160,0.21638889035530318
161,0.2499927331733088
162,0.2318040748830741
163,0.17701973659551143
164,0.24361630399827902
165,0.24039922086769674
166,0.2437776942893403
167,0.2356822948649679
168,0.22377583135526383
169,0.2305424014717136
170,0.21372193184953941
171,0.2212282226663972
172,0.22007186405122592
173,0.23361377065926567
174,0.1914640772177389
175,0.236960153061416
176,0.21320681141714035
177,0.19126721888775922
178,0.2234467996055541
179,0.23487170974674412
180,0.23585357266148987
181,0.2207830135554184
182,0.206437806979631
183,0.1976279317152552
184,0.25009430127976334
185,0.2827691323360106
186,0.19533213144285155
187,0.2094184268608498
188,0.23959482953273142
189,0.1872722615180752
190,0.20550608581449914
191,0.23852345706421552
192,0.22700155343045858
193,0.24087004690354616
194,0.21445980377199872
195,0.2516484010146779
196,0.22531879460209295
197,0.25438478397157027
198,0.21669615002318793
199,0.22827145984491756
200,0.2018128886333453
201,0.22990610989770882
202,0.28170018758201676
203,0.24607346821870538
204,0.24288165532939218
205,0.22283651183395764
206,0.23580501753384575
207,0.1863906370740394
208,0.21385503961868713
209,0.23072753477203167
210,0.1981020091858233
211,0.22090123838872744
212,0.2333241080488495
213,0.20772210760006296
214,0.24029412198757955
215,0.22042762383169576
216,0.2291096133646883
217,0.20420725108242402
218,0.23251985189377242
219,0.24296689839602081
220,0.21426211737095327
221,0.2373706578763233
222,0.21767563136230414
223,0.2093871265171138
224,0.22269188346719893
225,0.1972852224052438
226,0.21360083263972668
227,0.183709797017696
228,0.24061803126287767
229,0.22601397945503574
230,0.19694442068017076
231,0.2310012443595465
232,0.21725133485345496
233,0.20454492859502926
234,0.2152155925675766
235,0.1595542983110789
236,0.20567557787994534
237,0.20522014367523514
238,0.1848181878880793
239,0.24223377975734212
240,0.22229260772973686
241,0.205591586020031
242,0.22670799834428582
243,0.21340757788497763
244,0.20673801119742405
245,0.2165615342991294
246,0.2174968722396194
247,0.2102636901924545
248,0.2058684692052819
249,0.23741936669780447
250,0.2403069250882255
251,0.2202571422158696
252,0.2075012447294668
253,0.2469668041565114
254,0.2256889453484643
255,0.19253070594509963
256,0.17698844489194465
257,0.18858656997513493
258,0.21983369860275018
259,0.18681230276277147
260,0.20414570166412913
261,0.16495584712314754
262,0.166513610837296
263,0.1701289373092925
264,0.16551741053668365
265,0.16325341861412576
266,0.16276462148597862
267,0.19144388588517863
268,0.19088430530700545
269,0.23383027111201163
270,0.23464262230215566
271,0.2381929971834093
272,0.23506845101552534
273,0.2192517739751746
274,0.2201940985813643
275,0.21710633667443374
276,0.2269323406062107
277,0.21678353496645208
278,0.2127270088093287
279,0.22790087984726487
280,0.21203879878488616
281,0.24169316799990898
282,0.19955920071704314
283,0.20046140083126665
284,0.23760614820809997
285,0.23302905894178214
286,0.1993648924604447
287,0.19991951593860688
288,0.22299636864829583
289,0.2210130688050103
290,0.20217253809757826
291,0.20272812181159097
292,0.23960540512398207
293,0.20870573523564737
294,0.21561360891173542
295,0.22903472501509475
296,0.20332045454824965
297,0.15074803702574466
298,0.19459998445328902
299,0.22125156182147046
300,0.22292876328233682
301,0.2239324236408087
302,0.18649612959138695
303,0.2199587882817034
304,0.20239111985483552
305,0.21624157939750813
306,0.22055726393647085
307,0.21475582606837681
308,0.17886230519983817
309,0.24107915177055658
310,0.23935158725087294
311,0.21184246825223532
312,0.21096655072457648
313,0.22114960456475288
314,0.23044199428842008
315,0.18573005452244692
316,0.27543696954150343
317,0.23374877473157785
318,0.20046538489053176
319,0.2182675741040721
320,0.2402208440218804
321,0.24108559973667612
322,0.24157219047379225
323,0.20795204156324032
324,0.22894548529914285
325,0.20881668783672858
326,0.23079928893295415
327,0.22132507447247746
328,0.2050872980316101
329,0.23388812241888485
330,0.20391684078275293
331,0.2572006172602809
332,0.2550274319627262
333,0.19283347662327574
334,0.1810700545361303
335,0.18240146030086987
336,0.22014371214192693
337,0.23472393555910898
338,0.20162288634215805
339,0.2072775877343834
340,0.2093606703858318
341,0.23240564283498485
342,0.18997325631192225
343,0.19254926350791884
344,0.2512353282070306
345,0.21383787161943896
346,0.20239629498438452
347,0.14457107075137038
348,0.18925103326784068
349,0.21322342893748214
350,0.2144655716011741
351,0.1934801871116988
352,0.21617089817287052
353,0.2472571633614896
354,0.20611986538516489
355,0.21879524331656544
356,0.19544520134853888
357,0.22661158607703472
358,0.21251205901719888
359,0.21619496113367512
360,0.2307543523904269
361,0.26202317892522614
362,0.1950666662837249
363,0.20431302156026454
364,0.26421514735294577
365,0.21968898419813965
366,0.22416001404081698
367,0.23733661690819474
368,0.18583658381515128
369,0.21135119610006653
370,0.22475710106483107
371,0.22741239374406938
372,0.23199129653648748
373,0.20676083697568726
374,0.26108768459259746
375,0.22704777666254097
376,0.2606423902739111
377,0.21954258514988376
378,0.22422506675821227
379,0.2140335685482479
380,0.21175343704138044
381,0.2537965750821116
382,0.2233260890234328
383,0.21669724937017926
384,0.22209506779825636
385,0.20909680826555524
386,0.22778202248518198
387,0.23722424380278825
388,0.20942958351397614
389,0.22607578588481037
390,0.18733574072237716
391,0.2181733762878607
392,0.21206504904715756
393,0.24072695449570536
394,0.20989310139959394
395,0.23158603403413028
396,0.2630421242836236
397,0.2067865308371843
398,0.2284290885706831
399,0.21874490817283265
400,0.209050257551438
401,0.21469681188451223
402,0.2570961983291932
403,0.1806318896970697
404,0.21911658557801825
405,0.22211226414525398
406,0.23539251268023983
407,0.2059401822953335
408,0.1967812548760075
409,0.2264265441777989
410,0.1988032611125916
411,0.20400062368648056
412,0.2479694282706182
413,0.21425923486978438
414,0.21586709348781127
415,0.23008618109309634
416,0.21316492671928344
417,0.23916032444524135
418,0.24437236124569578
419,0.21413537104717562
420,0.23190347311893983
421,0.21923285394018363
422,0.20055748395779407
423,0.21347547814259293
424,0.20031631171479883
425,0.21279129868370916
426,0.1654630987052536
427,0.20496498311625702
428,0.18060540549551723
429,0.20354483355484665
430,0.2090175171280145
431,0.22643233471085683
432,0.22000667490105455
433,0.2508228546808262
434,0.195064660915273
435,0.20416259721006955
436,0.23980348622055656
437,0.20126581902709328
438,0.2171933855469629
439,0.24018724049343107
440,0.20621759333117562
441,0.213874178894307
442,0.22819379923624752
443,0.19291999815183922
444,0.23957232206143156
445,0.2684789696297569
446,0.21716012746955474
447,0.19572433967731273
448,0.19216462798317183
449,0.1786171131876708
450,0.18756012866196387
451,0.18384978952745998
452,0.2137725074376188
453,0.22846723660773882
454,0.1810841539072645
455,0.20919263981681954
456,0.205049647290217
457,0.2019163710470233
458,0.2859041239857528
459,0.19540141419298138
460,0.19809938877125036
461,0.2064400672438871
462,0.23968961596545102
463,0.2541308445131217
464,0.21836311083026758
465,0.18699180304756777
466,0.18059173721696237
467,0.18551913923490293
468,0.2134080642092713
469,0.18251577842646435
470,0.20575242957123013
471,0.19236795750368973
472,0.19984551068898262
473,0.18229067809811156
474,0.22479052205180394
475,0.23417290885534262
476,0.2421751023724523
477,0.2313352541440948
478,0.19259175327497305
479,0.24818298019637622
480,0.22282640093436148
481,0.16933061009559228
482,0.15224943956279435
483,0.16359349074197718
484,0.1729680466949679
485,0.18831315622956213
486,0.23508977305550555
487,0.160046004308352
488,0.17775177084248606
489,0.22799733046528523
490,0.20369664226584094
491,0.21189203674702428
492,0.21083727019137227
493,0.20795856514243996
494,0.23602423089289531
495,0.19818258302459743
496,0.20949201447292515
497,0.21130867279229645
498,0.21133264745696806
499,0.24864002354191
500,0.1890410337072885
501,0.22687607151766076
502,0.23413633940231493
503,0.20857952156767642
