,Original,Cropped,Scaled,Rotated,Affined,2D Convoluted,Blurred,Noised,GCR / Marked
0,0.22597100829336217,0.26187400589708887,0.7845797400472316,0.6343137837488005,0.24114212701039017,0.7410012251182956,0.7424424044892202,0.7772913496223745,0.790813049679891
1,0.24682948214371941,0.3133494066018457,0.7719639935496514,0.6066478195057526,0.2319032020971523,0.7791707057259175,0.7799496702314647,0.7409343213537924,0.7779528185764736
2,0.2301467515185539,0.19860749371659492,0.8540109190265441,0.6928260692384333,0.23562785271354791,0.8504451640299947,0.8506181331154584,0.8308356175749525,0.8630425471656463
3,0.2291942695202378,0.2470703926525744,0.7973914409904316,0.6140476318758655,0.2405208385213022,0.7885349993642177,0.7900548699004397,0.7663777380883289,0.8026624753839887
4,0.2365052867050307,0.22470350015615423,0.7521336467654401,0.631386344398443,0.21411340391319242,0.737852846773843,0.738918594011965,0.7272297171663583,0.7633521455597977
5,0.23747944416376215,0.23973296299304778,0.6961199374548475,0.5858858051378275,0.2633741538415348,0.6906708615274709,0.6909946312628656,0.6713708750569038,0.6999820951124385
6,0.24017067103567666,0.251875266092055,0.8298958322145709,0.6568263063042995,0.22082620634662492,0.8195462933821744,0.8200378010987319,0.8104624132097428,0.8352107301851623
7,0.25588889286027067,0.2879148622028656,0.6265990178449492,0.558940054615334,0.2948490424808683,0.6318181040805694,0.631571413817021,0.6224208823241357,0.6348196526689855
8,0.23255204515886138,0.2518278559436775,0.8489550957418671,0.6679865100327698,0.2594177629595884,0.8502215895986645,0.8504288236510785,0.8337996527583407,0.8522818469410486
9,0.22944497479136264,0.2447936288210454,0.7671577400687852,0.5930452532052587,0.27004876135363487,0.79483527710991,0.7937328656715293,0.741190336784266,0.7834980887288173
10,0.26910287007742484,0.24570219110746983,0.8378282684562761,0.658702313808361,0.24247722782769204,0.8214321234676503,0.8222645590591633,0.7803423915517738,0.8395411349114098
11,0.24669022715879707,0.25937300665283836,0.8269865065097671,0.6464435305141882,0.23132266156717582,0.834305015892565,0.8340766034934198,0.8071032711713493,0.8301470013322688
12,0.24531683198394919,0.2551117845388636,0.9224233043845056,0.7310883072091245,0.2604177836018799,0.91362170476561,0.9139437761921816,0.9005452110625173,0.9270594369263021
13,0.23853003724256833,0.24607897070911663,0.7663748332104878,0.6267026921766709,0.24464649018195758,0.763255689033198,0.7639018338255986,0.7109484995440941,0.7714667663642701
14,0.23906291877080144,0.20920552473426035,0.7671778328669446,0.6052616472817297,0.22910880187356955,0.7829457429953351,0.7821418028782292,0.7483336950696546,0.7844553836951886
15,0.27231770314757214,0.2520647220796573,0.5393025548213826,0.42892254860674756,0.220103723542603,0.5384653837650444,0.5385244548864545,0.5207910421873487,0.5541131962673456
16,0.24758092504513826,0.22370391912435614,0.7601465787146849,0.6250799613454866,0.2608781671018688,0.7651998805225402,0.7650080475821803,0.7170005367182017,0.7776672940152277
17,0.264043274633639,0.2451913196112999,0.8765271532123867,0.6860796200728878,0.24016630265006883,0.8689877379375625,0.8690178216204072,0.8555896016707802,0.8836976774647816
18,0.24529216390680775,0.27573508450524203,0.8343892891980539,0.6992799725040687,0.24866326291554547,0.8331657486195878,0.8338264487963978,0.7976764974492311,0.8396955757532412
19,0.23659926645931764,0.25986423120808455,0.7304122877465908,0.5991950171388704,0.23647402991602698,0.758570687397845,0.7574536869154541,0.6853854282938768,0.7438254369365417
20,0.2746670214699393,0.23283205579843153,0.5618813679849007,0.4778720222000419,0.23045942308455533,0.565612809999193,0.5655832075221604,0.5450271999571964,0.5763046575396237
21,0.23623387904988363,0.26240533655241693,0.6774996874417012,0.5538669133355948,0.28462122231557446,0.6697641513177044,0.6705312380279039,0.6425793499611961,0.6848182454207635
22,0.27678147749452225,0.24206022647716013,0.8710370352749047,0.6711574955100162,0.24905373721073476,0.8395790563126517,0.8406237800220706,0.8607337025955514,0.88107811606056
23,0.26882624968748403,0.27924852798139643,0.7933895618460173,0.6413409644290278,0.25949062972801373,0.7708889206690674,0.77215581044942,0.7748895242206072,0.7982708994830802
24,0.25211141066876364,0.22685934775082608,0.8016893948013432,0.6534112057422753,0.23528802424878598,0.7764008303535416,0.777922009933132,0.7282239753032849,0.8089477655220216
25,0.23581136971201558,0.24513311403131444,0.899885289845818,0.72653501629451,0.20667486920615039,0.8593799357460223,0.8618877397181016,0.8977311482918252,0.9086758847259644
26,0.2892216351027663,0.24000934467538915,0.8088452812256518,0.6373809765574329,0.28468915761159225,0.7831431451074398,0.7847128968847491,0.8077618139268261,0.8122346459571181
27,0.2569880532957466,0.2528781931694583,0.6172857920165185,0.4958973333435656,0.24948739218360916,0.6560189942565365,0.6547422166862701,0.5286713849889163,0.6399680757273224
28,0.2437959827690042,0.2257477311283479,0.6374813271114663,0.5294213618780502,0.2445434272775833,0.6168136919491113,0.617756791160684,0.5823422710940156,0.6493017000382161
29,0.25442057835615584,0.25196878868871825,0.5459779539308363,0.4390876862381952,0.2174883239004814,0.5754588242489074,0.5747832253015591,0.5563614277271324,0.5671360526620137
30,0.2580125570592093,0.2452178071754373,0.6373216941583424,0.5160567770762103,0.24668684950305925,0.641398461647882,0.6426614065536195,0.6118081264505171,0.6572745312882123
31,0.27759886334439726,0.2782314287995177,0.775242816027001,0.6177482003614062,0.24081492039632627,0.7725532581056108,0.772872973822427,0.7434682723104015,0.7877456528678932
32,0.22616077724461386,0.2248918942872773,0.894449571827179,0.6935559838006884,0.22975106256669295,0.8768572078890947,0.8776930008382046,0.8892469456098713,0.9041104599150093
33,0.23002048269873257,0.24494543415018877,0.760406571105452,0.5903574612689876,0.22678768188298568,0.7600505853232716,0.7602119173774786,0.7300663698926214,0.7719680219438785
34,0.2641168097762056,0.2631466702991082,0.3712522703624956,0.3298387167074233,0.23018367122866254,0.37154455324465996,0.37172167043013365,0.3564535741120805,0.38553406591304806
35,0.23901333447684825,0.2647875533011302,0.8678561628671474,0.6910132482255056,0.2299609568125201,0.8721906798226133,0.8723106422927375,0.845428166301836,0.8745785577393316
36,0.24836599076736174,0.23957130629305334,0.6996987604965172,0.5676132134177544,0.23507878646726582,0.6679766038058911,0.669189503630764,0.6742075900626839,0.707419218545109
37,0.22338372626311942,0.2220718557383065,0.7081790906754539,0.5812037182254324,0.2507453834564296,0.685842576570077,0.6867031415914358,0.6841017820842838,0.7299703030173479
38,0.2102859533025455,0.16601725671632525,0.5855393105843042,0.4829764881201221,0.25049907860186876,0.5724396823052366,0.5726490423945942,0.5613309669555704,0.6034495898393516
39,0.3078821995338331,0.21939851094368437,0.9520340618678833,0.731928197106651,0.21575416501649905,0.9584924916957936,0.9584648329007263,0.9500334402192212,0.9541519867964183
40,0.22763209856539385,0.22878893808091497,0.7913544976448844,0.6371776288807739,0.23484026794889404,0.76236428483227,0.7644066196397997,0.7744445448821246,0.7938540328026745
41,0.24033918109996819,0.2602883835262008,0.9185773590561932,0.7274672087978626,0.22840469221907553,0.8675154137334864,0.8703852555569486,0.9236274908645999,0.9340983615398831
42,0.24451720486161513,0.2604451347025856,0.8073689369603511,0.6276480603227519,0.23684411234429736,0.8249530135271684,0.8248019599872638,0.7800846739809646,0.8136484853187782
43,0.2693295044001911,0.24739767494587944,0.5574163567027975,0.4622109054443743,0.2401546119294286,0.5557810449369656,0.5551196372574099,0.5426595356795444,0.5638163477590337
44,0.32799052067151946,0.22638489761543093,0.8961893893300856,0.733195868098729,0.2357672565730639,0.882401171770835,0.8832640775355526,0.8818786008429228,0.9030378122004471
45,0.22480052447235352,0.20522244235407153,0.6521408915210621,0.5219023613077488,0.21718475352522665,0.6425028119953283,0.6432283004699949,0.568637613858329,0.658399711061082
46,0.24047050607379425,0.24882378473873504,0.7724573817141466,0.6417155315129008,0.2460141699268425,0.7627729996880823,0.7634290464088989,0.7188378992110463,0.7857345271753576
47,0.2611790405679483,0.23630403929802943,0.8400933435371638,0.6600050576584113,0.22338568860983285,0.8510246551911738,0.8511948110102385,0.8131253739849813,0.8504707022169548
48,0.23614693093581288,0.2146747490235765,0.8592839556428008,0.6760674912719331,0.2517061277969691,0.8930827822842323,0.8921402988715755,0.8087048007908227,0.8683265113783888
49,0.24729617695723408,0.2243313466235335,0.6839583818849538,0.5566032477884885,0.21191815991012256,0.6667304222001682,0.6682060436475125,0.6554019894811054,0.6939452863559893
50,0.15466276578339594,0.12300621981935361,0.8787734961638173,0.7239812493384675,0.23247174427958955,0.8886200254618422,0.8883386982477969,0.8515385819094275,0.8838695068938492
51,0.29521809914220065,0.29117705038803454,0.5170865029824778,0.40147441682928725,0.24145617852758047,0.5383369173018434,0.5370358630917095,0.4891685207883383,0.5337622581349847
52,0.23393522972316516,0.25166358459492955,0.8154097568414174,0.6866862835508848,0.24778062162962805,0.7763457476636652,0.7783739023844721,0.7815887612747455,0.8285645008108451
53,0.23315365152464812,0.25079522660686643,0.9037181728198653,0.7010673714665026,0.245452215960175,0.9049353608858007,0.9053698372877398,0.903177658921775,0.9112026530035457
54,0.2554073999018202,0.2353074833646252,0.8761818925316047,0.7210201248808423,0.21361495173631603,0.8651284051081078,0.8663727577634459,0.8719396906135414,0.8845931467027974
55,0.22763354191551619,0.26077732166585854,0.7886327619948122,0.6430312761967291,0.27318694136616833,0.7772380759735422,0.7786915157372689,0.7657019356296676,0.7903463909004672
56,0.22612186296124992,0.19930789825664405,0.7600974351366834,0.6140391473230122,0.2397013292226037,0.7523143337294184,0.7528179533683468,0.7279005828953331,0.7732129411705319
57,0.2654816413552833,0.2556703489732698,0.4770714399045093,0.3996757963770615,0.28582413752988595,0.5058570703720248,0.5057080933001873,0.44873420414342663,0.4951786914020781
58,0.2549183840126929,0.23116309539282998,0.8772445983558915,0.6878255267146364,0.23722725670937655,0.893051212690639,0.8930797856458568,0.8453662253596106,0.8850861337142266
59,0.2507857461979321,0.2100974729434672,0.7907058800763158,0.6378774489469116,0.24076542972674533,0.7696239546389518,0.7709172180940499,0.7506304236709749,0.7978260481122771
60,0.23985018187080365,0.23719105362091142,0.7238167587055593,0.5666577582490657,0.22866789911502555,0.7293372220221377,0.7291258917615754,0.6919885354333942,0.7330423159500596
61,0.2207777736003783,0.2421646826610445,0.8681400642231647,0.6990966198873584,0.24803933593534236,0.8209200863713931,0.8235577968910857,0.8692842767958566,0.8798356226061654
62,0.2791916315799562,0.24073799468731946,0.5470916628195612,0.43430590407545083,0.2712659653010672,0.5803326767618178,0.5786560750365417,0.4984036300212181,0.5690972424601166
63,0.20447899273083994,0.21324640552648488,0.8812482565548613,0.6933570614923671,0.22589863494802534,0.8741501201434679,0.8744150057372774,0.8730660065509491,0.8851483182798316
64,0.17268176456889842,0.16598936165842296,0.9339492317929166,0.7193198409882673,0.24038256677622766,0.9167760374159016,0.917919214262241,0.9291543645220097,0.9445769955901442
65,0.2288619537450829,0.2394394348540389,0.8021362360883523,0.6398163686655853,0.22326303631755745,0.819142553417022,0.8184786030106063,0.7932958472368491,0.8131470766229227
66,0.27642698945440336,0.22526911706978614,0.9778892240756417,0.7544774514581258,0.24771787290960479,0.9743651178583544,0.9748636618727937,0.9760781338253718,0.978943127622364
67,0.20781352949136714,0.21327691754994726,0.7802453709954689,0.6290993364461158,0.22120600246326072,0.8003177495227423,0.7999655477178632,0.770745016770371,0.7946940447044609
68,0.286091075449526,0.28267901581849214,0.6784479414151525,0.5044899154554913,0.20936813028090936,0.69289585623096,0.6923623713695708,0.6433168708485452,0.6854884869968446
69,0.2521612087623632,0.252765152341252,0.8132596141731591,0.6523087932881577,0.23823093363489703,0.8301432116394045,0.8303447384161701,0.7895662238630659,0.8200551738621277
70,0.23578766421990752,0.23230534510220205,0.6512143218899262,0.5249756272537928,0.2568850909763086,0.6646616177730548,0.6647075935780805,0.6217893384982962,0.6617387586387907
71,0.25768334005850785,0.2659914312405605,0.7731855028860611,0.6109881058446203,0.24753728576611086,0.7538647469947777,0.7547242313347526,0.7436517854918127,0.7751298926325759
72,0.28076164576668605,0.23708691885632416,0.8522321598582772,0.6709961657177952,0.2797617086697296,0.8376859642294513,0.8392103002145835,0.8318729362625876,0.864089240357318
